id_animal,fazenda,raca,categoria,idade_anos,ecc,dpp,peso_kg,touro,protocolo,thi,resultado_prenhez,perda_gestacional,custo_protocolo,custo_manutencao_dia,custo_nutricional,valor_bezerro,dias_abertos,receita_esperada,custo_manutencao_total,custo_total,margem_bruta,roi
BOV-02185,Fazenda São José,Brangus,Novilha,1.9,5.1,0,328,Touro_G,IATF + Repasse,76.5,1,0,60,9.62,287.92,1946,0,1946,0.0,347.92,1598.08,459.3239825247183
BOV-02186,Fazenda Nova Aliança,Nelore,Primípara,3.1,5.1,77,405,Touro_E,Monta Natural,76.8,0,0,15,6.71,575.22,1959,365,0,2449.15,3039.37,-3039.37,-100.0
BOV-02187,Fazenda Nova Aliança,Nelore,Novilha,1.7,7.8,0,335,Touro_J,IATF,77.5,1,0,45,7.78,324.19,2260,0,2260,0.0,369.19,1890.81,512.1509249979686
BOV-02188,Fazenda Esperança,Senepol,Multípara,9.1,3.2,34,470,Touro_K,IATF,65.6,1,0,45,8.17,498.05,3145,34,3145,277.78,820.8299999999999,2324.17,283.1487640558947
BOV-02189,Fazenda Esperança,Nelore,Multípara,5.9,5.3,37,440,Touro_D,IATF,64.3,1,0,45,10.3,640.9,2287,37,2287,381.1,1067.0,1220.0,114.33926897844424
BOV-02190,Fazenda São José,Angus,Multípara,6.2,6.1,70,455,Touro_C,IATF + Repasse,78.1,1,0,60,9.01,543.02,2249,70,2249,630.6999999999999,1233.7199999999998,1015.2800000000002,82.294199656324
BOV-02191,Fazenda Boa Vista,Brangus,Multípara,11.2,5.5,93,440,Touro_L,Monta Natural,73.8,1,0,15,7.98,637.54,2772,93,2772,742.14,1394.6799999999998,1377.3200000000002,98.7552700260992
BOV-02192,Fazenda Nova Aliança,Nelore,Multípara,7.7,6.0,59,405,Touro_A,TE,73.0,1,0,180,6.88,454.86,2809,59,2809,405.92,1040.7800000000002,1768.2199999999998,169.8937335459943
BOV-02193,Fazenda Esperança,Hereford,Primípara,3.3,4.3,80,515,Touro_I,Monta Natural,69.2,1,0,15,6.9,766.29,2460,80,2460,552.0,1333.29,1126.71,84.50599644488447
BOV-02194,Fazenda São José,Angus,Primípara,3.9,4.4,85,478,Touro_H,IATF + Repasse,69.9,1,1,60,8.45,702.03,3040,85,0,718.2499999999999,1480.2799999999997,-1480.2799999999997,-100.0
BOV-02195,Fazenda Santa Helena,Nelore,Novilha,2.9,5.9,0,416,Touro_A,IATF,79.5,0,0,45,8.4,338.66,2432,365,0,3066.0,3449.66,-3449.66,-100.0
BOV-02196,Fazenda Boa Vista,Nelore,Novilha,1.5,5.1,0,374,Touro_B,IATF,66.9,1,0,45,5.55,405.53,2426,0,2426,0.0,450.53,1975.47,438.47690497858076
BOV-02197,Fazenda São José,Nelore,Multípara,7.6,5.4,80,417,Touro_A,TE,72.1,1,0,180,8.58,610.89,2697,80,2697,686.4,1477.29,1219.71,82.56401925146722
BOV-02198,Fazenda Nova Aliança,Hereford,Primípara,3.7,4.6,50,399,Touro_A,IATF,67.3,1,0,45,6.43,546.62,3103,50,3103,321.5,913.12,2189.88,239.82390047310324
BOV-02199,Fazenda São José,Brangus,Multípara,6.5,4.9,40,468,Touro_I,IATF + Repasse,62.7,0,0,60,10.11,443.85,2480,365,0,3690.1499999999996,4194.0,-4194.0,-100.0
BOV-02200,Fazenda Boa Vista,Nelore,Multípara,10.2,5.9,42,418,Touro_E,IATF,72.6,1,0,45,6.59,593.33,1881,42,1881,276.78,915.11,965.89,105.54905967588594
BOV-02201,Fazenda Nova Aliança,Nelore,Primípara,4.4,3.2,108,386,Touro_C,IATF,76.4,0,0,45,7.3,363.27,1974,365,0,2664.5,3072.77,-3072.77,-100.0
BOV-02202,Fazenda Santa Helena,Brangus,Primípara,4.4,4.8,80,422,Touro_B,IATF + Repasse,65.6,1,0,60,7.48,614.15,2647,80,2647,598.4000000000001,1272.5500000000002,1374.4499999999998,108.00754390790144
BOV-02203,Fazenda Boa Vista,Angus,Primípara,3.0,7.3,79,368,Touro_L,IATF + Repasse,67.7,1,0,60,6.59,315.79,3036,79,3036,520.61,896.4000000000001,2139.6,238.68808567603742
BOV-02204,Fazenda Santa Helena,Angus,Primípara,3.0,3.9,77,500,Touro_H,IATF + Repasse,64.9,0,0,60,8.84,731.22,2745,365,0,3226.6,4017.8199999999997,-4017.8199999999997,-100.0
BOV-02205,Fazenda Esperança,Nelore,Multípara,11.7,7.0,30,418,Touro_H,IATF + Repasse,72.8,0,0,60,6.67,358.49,2652,365,0,2434.55,2853.04,-2853.04,-100.0
BOV-02206,Fazenda Nova Aliança,Nelore,Primípara,3.4,5.1,108,333,Touro_F,Monta Natural,69.1,1,0,15,8.18,319.52,1968,108,1968,883.4399999999999,1217.96,750.04,61.581661138296816
BOV-02207,Fazenda Boa Vista,Brangus,Multípara,5.7,4.8,71,479,Touro_B,Monta Natural,59.3,1,0,15,7.53,573.04,2900,71,2900,534.63,1122.67,1777.33,158.31277223048625
BOV-02208,Fazenda Nova Aliança,Senepol,Multípara,9.7,3.9,78,406,Touro_K,IATF + Repasse,69.9,0,0,60,7.89,378.24,3007,365,0,2879.85,3318.09,-3318.09,-100.0
BOV-02209,Fazenda Boa Vista,Nelore,Multípara,6.3,5.7,30,442,Touro_A,Monta Natural,78.2,1,0,15,5.82,474.03,2315,30,2315,174.60000000000002,663.63,1651.37,248.8389614694935
BOV-02210,Fazenda Nova Aliança,Angus,Multípara,6.1,7.2,79,515,Touro_F,TE,79.0,1,0,180,8.58,472.9,2658,79,2658,677.82,1330.72,1327.28,99.74149332692076
BOV-02211,Fazenda Esperança,Angus,Primípara,4.3,4.6,62,491,Touro_A,IATF,79.3,0,0,45,8.04,584.51,2992,365,0,2934.6,3564.1099999999997,-3564.1099999999997,-100.0
BOV-02212,Fazenda Esperança,Angus,Novilha,1.7,5.9,0,394,Touro_L,IATF,66.0,1,0,45,8.59,483.69,2861,0,2861,0.0,528.69,2332.31,441.1488774139855
BOV-02213,Fazenda Santa Helena,Nelore,Primípara,2.6,6.0,43,373,Touro_F,Monta Natural,64.9,0,0,15,8.81,355.96,2715,365,0,3215.65,3586.61,-3586.61,-100.0
BOV-02214,Fazenda Nova Aliança,Hereford,Primípara,3.0,5.3,50,415,Touro_J,IATF,68.1,1,0,45,7.12,416.7,2068,50,2068,356.0,817.7,1250.3,152.90448819860583
BOV-02215,Fazenda Esperança,Angus,Multípara,8.9,3.6,30,451,Touro_B,IATF,77.8,0,0,45,7.57,593.82,2461,365,0,2763.05,3401.8700000000003,-3401.8700000000003,-100.0
BOV-02216,Fazenda Boa Vista,Angus,Multípara,5.0,5.6,30,479,Touro_G,Monta Natural,77.6,0,0,15,7.1,412.23,2930,365,0,2591.5,3018.73,-3018.73,-100.0
BOV-02217,Fazenda Esperança,Nelore,Novilha,2.2,7.2,0,332,Touro_L,TE,72.0,1,0,180,6.01,370.85,2071,0,2071,0.0,550.85,1520.15,275.9644186257602
BOV-02218,Fazenda Boa Vista,Nelore,Novilha,2.4,6.0,0,307,Touro_J,IATF,78.7,1,0,45,5.06,307.94,2013,0,2013,0.0,352.94,1660.06,470.3519011730039
BOV-02219,Fazenda Nova Aliança,Nelore,Novilha,2.8,3.8,0,294,Touro_B,IATF,75.6,0,0,45,8.6,320.06,2122,365,0,3139.0,3504.06,-3504.06,-100.0
BOV-02220,Fazenda Santa Helena,Brangus,Multípara,5.8,6.0,61,456,Touro_B,IATF + Repasse,69.1,1,0,60,8.26,631.47,1876,61,1876,503.86,1195.33,680.6700000000001,56.94410748496232
BOV-02221,Fazenda Esperança,Nelore,Multípara,10.5,5.3,50,403,Touro_F,IATF + Repasse,69.9,1,1,60,6.9,598.6,2634,50,0,345.0,1003.6,-1003.6,-100.0
BOV-02222,Fazenda São José,Brangus,Multípara,5.9,3.3,68,414,Touro_D,IATF,64.4,1,0,45,9.8,383.48,2547,68,2547,666.4000000000001,1094.88,1452.12,132.62823323103902
BOV-02223,Fazenda Santa Helena,Nelore,Multípara,9.4,3.5,101,453,Touro_F,IATF + Repasse,71.3,0,0,60,9.65,381.78,2099,365,0,3522.25,3964.0299999999997,-3964.0299999999997,-100.0
BOV-02224,Fazenda Santa Helena,Angus,Novilha,2.1,6.8,0,471,Touro_L,Monta Natural,68.3,1,0,15,7.64,441.73,2517,0,2517,0.0,456.73,2060.27,451.091454469818
BOV-02225,Fazenda Santa Helena,Angus,Primípara,2.7,4.3,67,489,Touro_H,TE,66.0,1,0,180,10.39,689.88,3355,67,3355,696.13,1566.01,1788.99,114.23873410770047
BOV-02226,Fazenda São José,Nelore,Novilha,2.6,5.3,0,311,Touro_K,IATF + Repasse,67.6,1,0,60,7.69,440.26,1708,0,1708,0.0,500.26,1207.74,241.4224603206333
BOV-02227,Fazenda Boa Vista,Nelore,Primípara,2.9,5.0,30,388,Touro_J,Monta Natural,81.0,0,0,15,7.31,388.28,1505,365,0,2668.1499999999996,3071.4299999999994,-3071.4299999999994,-100.0
BOV-02228,Fazenda São José,Nelore,Multípara,5.4,4.7,53,482,Touro_C,IATF + Repasse,69.2,1,0,60,8.67,496.89,2022,53,2022,459.51,1016.4,1005.6,98.93742621015349
BOV-02229,Fazenda Boa Vista,Brangus,Multípara,6.9,5.6,89,413,Touro_E,TE,81.5,1,0,180,8.27,522.36,2562,89,2562,736.03,1438.3899999999999,1123.6100000000001,78.11581003761151
BOV-02230,Fazenda Boa Vista,Brangus,Multípara,9.2,5.3,57,491,Touro_E,Monta Natural,72.3,1,0,15,7.22,510.26,2558,57,2558,411.53999999999996,936.8,1621.2,173.05721605465416
BOV-02231,Fazenda Esperança,Nelore,Primípara,3.0,3.8,100,332,Touro_J,IATF,70.6,1,0,45,6.94,475.71,1933,100,1933,694.0,1214.71,718.29,59.13263248018045
BOV-02232,Fazenda Santa Helena,Angus,Novilha,1.8,5.6,0,467,Touro_I,IATF + Repasse,75.1,1,0,60,10.19,635.47,2380,0,2380,0.0,695.47,1684.53,242.21461745294545
BOV-02233,Fazenda Nova Aliança,Nelore,Novilha,1.5,6.4,0,323,Touro_G,IATF + Repasse,57.7,1,0,60,7.59,339.3,2344,0,2344,0.0,399.3,1944.7,487.02729777109937
BOV-02234,Fazenda Nova Aliança,Nelore,Primípara,3.4,5.0,79,479,Touro_I,IATF + Repasse,84.5,1,0,60,8.17,709.21,1737,79,1737,645.43,1414.6399999999999,322.3600000000001,22.787422948594706
BOV-02235,Fazenda São José,Nelore,Multípara,7.4,5.4,30,489,Touro_H,Monta Natural,77.7,1,0,15,7.15,646.19,2041,30,2041,214.5,875.69,1165.31,133.0733478742477
BOV-02236,Fazenda São José,Hereford,Novilha,1.9,7.5,0,386,Touro_C,IATF,73.2,1,0,45,7.16,513.42,2734,0,2734,0.0,558.42,2175.58,389.595644855127
BOV-02237,Fazenda Nova Aliança,Nelore,Multípara,4.4,6.4,62,391,Touro_B,IATF + Repasse,76.9,1,0,60,7.03,575.65,2062,62,2062,435.86,1071.51,990.49,92.43870799152599
BOV-02238,Fazenda Santa Helena,Nelore,Multípara,7.4,6.5,67,428,Touro_C,TE,72.3,1,0,180,8.3,471.43,2838,67,2838,556.1,1207.53,1630.47,135.0252167648009
BOV-02239,Fazenda Santa Helena,Nelore,Primípara,4.1,4.8,91,383,Touro_F,IATF + Repasse,68.4,0,0,60,10.11,317.5,2488,365,0,3690.1499999999996,4067.6499999999996,-4067.6499999999996,-100.0
BOV-02240,Fazenda Santa Helena,Nelore,Multípara,9.7,5.8,105,404,Touro_K,IATF + Repasse,71.9,0,0,60,8.42,603.44,2234,365,0,3073.3,3736.7400000000002,-3736.7400000000002,-100.0
BOV-02241,Fazenda Esperança,Brangus,Primípara,4.2,4.6,88,364,Touro_L,IATF,69.5,1,0,45,8.48,529.51,2489,88,2489,746.24,1320.75,1168.25,88.45353019117925
BOV-02242,Fazenda Santa Helena,Nelore,Multípara,4.1,6.4,71,399,Touro_J,IATF + Repasse,66.6,1,0,60,7.95,589.05,1831,71,1831,564.45,1213.5,617.5,50.88586732591677
BOV-02243,Fazenda São José,Nelore,Multípara,11.7,5.4,76,376,Touro_D,IATF,69.6,1,0,45,10.6,425.52,2970,76,2970,805.6,1276.12,1693.88,132.73673322258097
BOV-02244,Fazenda Nova Aliança,Brangus,Multípara,6.7,5.8,55,482,Touro_K,Monta Natural,73.3,1,1,15,8.61,441.13,2474,55,0,473.54999999999995,929.68,-929.68,-100.0
BOV-02245,Fazenda Nova Aliança,Nelore,Primípara,4.5,5.2,40,430,Touro_A,IATF + Repasse,74.1,1,0,60,7.96,402.94,1961,40,1961,318.4,781.3399999999999,1179.66,150.97908720915353
BOV-02246,Fazenda São José,Brangus,Primípara,3.0,5.0,70,460,Touro_J,IATF,80.5,1,0,45,9.95,520.39,2715,70,2715,696.5,1261.8899999999999,1453.1100000000001,115.15346028576185
BOV-02247,Fazenda Santa Helena,Angus,Novilha,2.2,8.4,0,414,Touro_J,Monta Natural,70.1,1,1,15,8.42,526.93,2559,0,0,0.0,541.93,-541.93,-100.0
BOV-02248,Fazenda Esperança,Nelore,Novilha,2.0,5.5,0,306,Touro_I,IATF,67.8,1,0,45,7.58,344.43,2415,0,2415,0.0,389.43,2025.57,520.137123488175
BOV-02249,Fazenda São José,Brangus,Multípara,6.8,4.7,69,468,Touro_F,IATF + Repasse,64.5,0,0,60,9.58,503.67,2693,365,0,3496.7,4060.37,-4060.37,-100.0
BOV-02250,Fazenda Santa Helena,Nelore,Multípara,10.7,6.3,30,452,Touro_A,IATF,74.7,0,0,45,8.98,666.45,1790,365,0,3277.7000000000003,3989.1500000000005,-3989.1500000000005,-100.0
BOV-02251,Fazenda Santa Helena,Angus,Primípara,4.0,4.4,96,427,Touro_C,Monta Natural,80.8,0,0,15,7.1,535.2,3089,365,0,2591.5,3141.7,-3141.7,-100.0
BOV-02252,Fazenda Nova Aliança,Angus,Novilha,3.0,5.8,0,405,Touro_K,IATF,69.7,1,0,45,8.03,439.49,3072,0,3072,0.0,484.49,2587.51,534.0688146298169
BOV-02253,Fazenda São José,Nelore,Primípara,3.7,3.9,90,384,Touro_K,Monta Natural,68.6,0,0,15,9.94,492.63,2230,365,0,3628.1,4135.73,-4135.73,-100.0
BOV-02254,Fazenda Esperança,Brangus,Primípara,3.4,5.5,42,496,Touro_A,IATF + Repasse,77.2,0,0,60,7.66,671.7,2528,365,0,2795.9,3527.6000000000004,-3527.6000000000004,-100.0
BOV-02255,Fazenda Nova Aliança,Hereford,Primípara,2.7,5.5,97,474,Touro_L,IATF,65.6,0,0,45,8.27,501.1,2104,365,0,3018.5499999999997,3564.6499999999996,-3564.6499999999996,-100.0
BOV-02256,Fazenda São José,Senepol,Novilha,3.0,5.7,0,384,Touro_I,Monta Natural,81.7,1,0,15,9.86,434.9,2488,0,2488,0.0,449.9,2038.1,453.0117803956434
BOV-02257,Fazenda São José,Brangus,Multípara,8.4,6.4,52,391,Touro_D,IATF + Repasse,71.5,1,1,60,9.63,488.48,2273,52,0,500.76000000000005,1049.24,-1049.24,-100.0
BOV-02258,Fazenda Boa Vista,Angus,Novilha,2.6,4.5,0,407,Touro_B,IATF + Repasse,74.3,0,0,60,6.02,507.25,3048,365,0,2197.2999999999997,2764.5499999999997,-2764.5499999999997,-100.0
BOV-02259,Fazenda Boa Vista,Nelore,Primípara,3.3,4.3,54,384,Touro_D,IATF,72.2,0,0,45,5.64,354.37,2568,365,0,2058.6,2457.97,-2457.97,-100.0
BOV-02260,Fazenda Boa Vista,Nelore,Multípara,8.4,5.3,86,413,Touro_B,Monta Natural,57.0,0,0,15,8.51,474.07,2675,365,0,3106.15,3595.2200000000003,-3595.2200000000003,-100.0
BOV-02261,Fazenda Esperança,Angus,Primípara,4.4,3.8,68,387,Touro_F,IATF,71.6,1,0,45,7.14,379.8,3061,68,3061,485.52,910.3199999999999,2150.6800000000003,236.25538272255918
BOV-02262,Fazenda São José,Nelore,Multípara,5.3,3.4,107,376,Touro_F,IATF + Repasse,69.7,0,0,60,8.47,541.26,2923,365,0,3091.55,3692.8100000000004,-3692.8100000000004,-100.0
BOV-02263,Fazenda Nova Aliança,Senepol,Multípara,6.3,5.1,38,437,Touro_K,IATF,74.3,0,0,45,7.89,501.47,2245,365,0,2879.85,3426.3199999999997,-3426.3199999999997,-100.0
BOV-02264,Fazenda Boa Vista,Nelore,Multípara,5.2,6.3,30,465,Touro_G,IATF,78.9,0,0,45,8.36,621.53,2006,365,0,3051.3999999999996,3717.9299999999994,-3717.9299999999994,-100.0
BOV-02265,Fazenda São José,Nelore,Primípara,4.1,6.3,64,366,Touro_I,IATF,75.0,1,0,45,8.95,304.11,2301,64,2301,572.8,921.91,1379.0900000000001,149.59052402078296
BOV-02266,Fazenda São José,Nelore,Primípara,2.6,4.5,85,374,Touro_K,TE,68.0,1,0,180,8.91,399.11,2175,85,2175,757.35,1336.46,838.54,62.74336680484264
BOV-02267,Fazenda São José,Hereford,Multípara,4.7,6.4,36,541,Touro_I,IATF + Repasse,81.9,1,0,60,8.43,492.93,2545,36,2545,303.48,856.4100000000001,1688.59,197.17074765591244
BOV-02268,Fazenda Esperança,Brangus,Multípara,6.4,6.3,30,448,Touro_D,TE,72.3,1,0,180,6.46,481.64,2985,30,2985,193.8,855.44,2129.56,248.94323389133075
BOV-02269,Fazenda Santa Helena,Brangus,Primípara,3.5,6.2,74,425,Touro_I,IATF + Repasse,79.7,1,0,60,6.66,576.52,2256,74,2256,492.84000000000003,1129.3600000000001,1126.6399999999999,99.75915562796625
BOV-02270,Fazenda São José,Nelore,Novilha,2.1,5.7,0,335,Touro_H,IATF + Repasse,77.3,0,0,60,9.03,485.36,2488,365,0,3295.95,3841.31,-3841.31,-100.0
BOV-02271,Fazenda Santa Helena,Hereford,Novilha,1.6,4.6,0,336,Touro_L,IATF + Repasse,66.0,1,0,60,7.44,484.3,2822,0,2822,0.0,544.3,2277.7,418.464082307551
BOV-02272,Fazenda Boa Vista,Nelore,Novilha,2.9,6.1,0,363,Touro_A,Monta Natural,78.4,1,0,15,6.55,320.61,1785,0,1785,0.0,335.61,1449.3899999999999,431.867346026638
BOV-02273,Fazenda São José,Hereford,Multípara,11.6,4.3,30,444,Touro_G,IATF + Repasse,77.2,0,0,60,8.52,448.91,2794,365,0,3109.7999999999997,3618.7099999999996,-3618.7099999999996,-100.0
BOV-02274,Fazenda São José,Angus,Novilha,1.9,5.4,0,399,Touro_G,IATF + Repasse,72.5,1,0,60,9.45,503.64,2307,0,2307,0.0,563.64,1743.3600000000001,309.3038109431552
BOV-02275,Fazenda Nova Aliança,Nelore,Primípara,4.0,4.7,76,408,Touro_J,IATF + Repasse,69.3,1,0,60,5.16,384.53,2170,76,2170,392.16,836.69,1333.31,159.35531678399406
BOV-02276,Fazenda São José,Angus,Multípara,8.6,5.1,51,558,Touro_D,IATF + Repasse,76.9,1,0,60,10.6,466.49,2793,51,2793,540.6,1067.0900000000001,1725.9099999999999,161.7398719883046
BOV-02277,Fazenda Esperança,Brangus,Primípara,3.0,5.1,79,377,Touro_G,TE,78.0,1,0,180,7.76,553.28,2617,79,2617,613.04,1346.32,1270.68,94.38172202745262
BOV-02278,Fazenda São José,Nelore,Multípara,6.1,6.3,30,455,Touro_K,Monta Natural,69.5,1,0,15,9.44,468.95,2371,30,2371,283.2,767.15,1603.85,209.06602359382128
BOV-02279,Fazenda São José,Hereford,Multípara,7.9,5.1,92,505,Touro_K,IATF,75.6,1,1,45,7.95,552.44,2434,92,0,731.4,1328.8400000000001,-1328.8400000000001,-100.0
BOV-02280,Fazenda Santa Helena,Angus,Novilha,2.1,6.3,0,374,Touro_K,Monta Natural,70.0,1,0,15,8.3,370.53,2345,0,2345,0.0,385.53,1959.47,508.253573003398
BOV-02281,Fazenda Boa Vista,Nelore,Multípara,6.3,5.5,55,444,Touro_K,IATF,68.7,1,0,45,7.4,456.27,2138,55,2138,407.0,908.27,1229.73,135.39255948121155
BOV-02282,Fazenda Boa Vista,Nelore,Multípara,10.5,6.6,79,486,Touro_J,TE,74.6,1,0,180,7.68,716.77,1787,79,1787,606.72,1503.49,283.51,18.856793194500792
BOV-02283,Fazenda São José,Angus,Primípara,3.5,4.8,89,419,Touro_J,TE,76.7,1,0,180,9.65,391.45,2605,89,2605,858.85,1430.3,1174.7,82.12962315598126
BOV-02284,Fazenda Santa Helena,Angus,Novilha,2.5,5.9,0,410,Touro_E,IATF + Repasse,75.1,0,0,60,8.78,470.05,2686,365,0,3204.7,3734.75,-3734.75,-100.0
BOV-02285,Fazenda Santa Helena,Angus,Primípara,2.9,4.6,46,466,Touro_E,IATF + Repasse,71.2,0,0,60,8.08,580.96,2745,365,0,2949.2,3590.16,-3590.16,-100.0
BOV-02286,Fazenda Boa Vista,Brangus,Multípara,8.3,5.3,82,481,Touro_E,IATF,65.1,0,0,45,5.63,460.35,2505,365,0,2054.95,2560.2999999999997,-2560.2999999999997,-100.0
BOV-02287,Fazenda Nova Aliança,Angus,Multípara,6.5,4.6,30,511,Touro_F,IATF + Repasse,70.1,1,0,60,7.75,664.78,2760,30,2760,232.5,957.28,1802.72,188.3168978773191
BOV-02288,Fazenda Boa Vista,Senepol,Novilha,2.3,5.3,0,367,Touro_G,TE,74.2,1,0,180,8.9,468.93,2845,0,2845,0.0,648.9300000000001,2196.0699999999997,338.4140045921747
BOV-02289,Fazenda São José,Angus,Multípara,10.2,6.4,30,501,Touro_E,IATF,84.9,1,0,45,7.64,735.63,3016,30,3016,229.2,1009.8299999999999,2006.17,198.66413158650468
BOV-02290,Fazenda Santa Helena,Hereford,Primípara,4.0,3.9,109,404,Touro_I,IATF,66.2,0,0,45,6.91,453.39,2534,365,0,2522.15,3020.54,-3020.54,-100.0
BOV-02291,Fazenda São José,Nelore,Multípara,6.8,5.1,87,427,Touro_L,IATF,71.3,1,1,45,10.98,456.59,2391,87,0,955.26,1456.85,-1456.85,-100.0
BOV-02292,Fazenda Boa Vista,Nelore,Multípara,9.6,6.7,111,401,Touro_K,IATF + Repasse,71.0,1,0,60,7.05,422.16,2614,111,2614,782.55,1264.71,1349.29,106.68769915632832
BOV-02293,Fazenda Santa Helena,Nelore,Primípara,4.4,4.6,62,341,Touro_I,IATF,58.6,1,0,45,6.93,359.76,2491,62,2491,429.65999999999997,834.42,1656.58,198.53071594640588
BOV-02294,Fazenda São José,Angus,Multípara,9.0,6.5,62,460,Touro_G,IATF,68.5,1,0,45,9.06,380.12,2563,62,2563,561.72,986.84,1576.1599999999999,159.71788739815975
BOV-02295,Fazenda Santa Helena,Hereford,Multípara,5.2,4.8,73,481,Touro_J,IATF,64.8,0,0,45,8.2,464.34,2583,365,0,2992.9999999999995,3502.3399999999997,-3502.3399999999997,-100.0
BOV-02296,Fazenda Santa Helena,Nelore,Multípara,9.4,4.2,59,437,Touro_C,IATF + Repasse,69.6,0,0,60,10.1,386.32,2358,365,0,3686.5,4132.82,-4132.82,-100.0
BOV-02297,Fazenda Santa Helena,Nelore,Novilha,1.7,4.7,0,289,Touro_D,TE,81.0,1,0,180,9.95,409.35,2090,0,2090,0.0,589.35,1500.65,254.6279799779418
BOV-02298,Fazenda Santa Helena,Hereford,Multípara,11.0,7.1,41,432,Touro_D,IATF + Repasse,75.9,0,0,60,8.88,362.6,3385,365,0,3241.2000000000003,3663.8,-3663.8,-100.0
BOV-02299,Fazenda Santa Helena,Nelore,Multípara,8.1,4.1,37,449,Touro_G,Monta Natural,73.0,1,0,15,9.16,473.98,2738,37,2738,338.92,827.9000000000001,1910.1,230.71627008092764
BOV-02300,Fazenda Boa Vista,Brangus,Novilha,2.1,6.6,0,400,Touro_B,IATF,83.7,1,0,45,6.82,381.44,2395,0,2395,0.0,426.44,1968.56,461.62648907231966
BOV-02301,Fazenda Esperança,Angus,Primípara,2.6,4.0,74,485,Touro_K,Monta Natural,80.5,1,0,15,9.39,607.18,2799,74,2799,694.86,1317.04,1481.96,112.52201907307295
BOV-02302,Fazenda São José,Hereford,Primípara,3.3,6.3,48,495,Touro_E,IATF,67.2,0,0,45,9.09,509.08,2531,365,0,3317.85,3871.93,-3871.93,-100.0
BOV-02303,Fazenda São José,Nelore,Multípara,11.2,8.1,32,442,Touro_K,IATF,61.0,0,0,45,8.3,358.74,2675,365,0,3029.5000000000005,3433.2400000000007,-3433.2400000000007,-100.0
BOV-02304,Fazenda Boa Vista,Nelore,Multípara,4.2,3.5,69,403,Touro_K,IATF,58.1,1,0,45,8.31,574.55,2086,69,2086,573.39,1192.94,893.06,74.8621053866917
BOV-02305,Fazenda Nova Aliança,Angus,Novilha,2.2,5.1,0,405,Touro_D,IATF,66.7,1,0,45,8.28,504.43,3061,0,3061,0.0,549.4300000000001,2511.5699999999997,457.12283639408105
BOV-02306,Fazenda Boa Vista,Senepol,Multípara,11.4,6.4,57,506,Touro_J,IATF,68.6,1,0,45,6.84,405.29,2453,57,2453,389.88,840.1700000000001,1612.83,191.96472142542578
BOV-02307,Fazenda Santa Helena,Angus,Novilha,2.1,6.4,0,511,Touro_K,Monta Natural,81.3,0,0,15,7.81,651.92,2997,365,0,2850.6499999999996,3517.5699999999997,-3517.5699999999997,-100.0
BOV-02308,Fazenda São José,Nelore,Multípara,7.4,6.4,83,439,Touro_I,IATF,79.2,1,0,45,8.67,417.69,2469,83,2469,719.61,1182.3,1286.7,108.83024613042376
BOV-02309,Fazenda Santa Helena,Brangus,Primípara,3.7,4.4,61,451,Touro_A,IATF + Repasse,77.5,1,0,60,9.81,665.01,3029,61,3029,598.4100000000001,1323.42,1705.58,128.8766982514999
BOV-02310,Fazenda Boa Vista,Senepol,Primípara,3.4,7.0,58,439,Touro_J,IATF + Repasse,69.0,1,0,60,6.98,487.9,2591,58,2591,404.84000000000003,952.74,1638.26,171.95247391733318
BOV-02311,Fazenda São José,Hereford,Novilha,1.8,6.1,0,391,Touro_C,Monta Natural,70.9,1,0,15,8.95,373.89,2837,0,2837,0.0,388.89,2448.11,629.5122013937104
BOV-02312,Fazenda Nova Aliança,Senepol,Novilha,1.5,5.0,0,407,Touro_F,IATF + Repasse,69.6,1,0,60,6.18,334.22,2531,0,2531,0.0,394.22,2136.7799999999997,542.0272944041396
BOV-02313,Fazenda São José,Nelore,Multípara,8.9,5.2,70,460,Touro_K,TE,85.2,1,0,180,8.81,386.91,2256,70,2256,616.7,1183.6100000000001,1072.3899999999999,90.6033237299448
BOV-02314,Fazenda Esperança,Nelore,Multípara,11.4,4.1,39,434,Touro_D,IATF,68.2,0,0,45,7.44,364.34,2483,365,0,2715.6000000000004,3124.9400000000005,-3124.9400000000005,-100.0
BOV-02315,Fazenda Nova Aliança,Brangus,Novilha,1.7,7.3,0,367,Touro_C,IATF + Repasse,67.2,0,0,60,8.32,301.69,2200,365,0,3036.8,3398.4900000000002,-3398.4900000000002,-100.0
BOV-02316,Fazenda Santa Helena,Hereford,Novilha,1.8,5.5,0,329,Touro_F,IATF,75.4,0,0,45,8.11,389.52,2601,365,0,2960.1499999999996,3394.6699999999996,-3394.6699999999996,-100.0
BOV-02317,Fazenda Boa Vista,Nelore,Novilha,2.1,6.4,0,369,Touro_K,Monta Natural,66.2,1,0,15,7.42,513.88,1967,0,1967,0.0,528.88,1438.12,271.9180154288307
BOV-02318,Fazenda Boa Vista,Nelore,Multípara,10.5,4.9,43,429,Touro_C,IATF,75.3,0,0,45,7.69,447.12,1989,365,0,2806.8500000000004,3298.9700000000003,-3298.9700000000003,-100.0
BOV-02319,Fazenda Boa Vista,Hereford,Multípara,6.2,4.8,44,440,Touro_G,IATF,73.7,0,0,45,6.32,459.41,3051,365,0,2306.8,2811.21,-2811.21,-100.0
