id_animal,fazenda,raca,categoria,idade_anos,ecc,dpp,peso_kg,touro,protocolo,thi,resultado_prenhez,perda_gestacional,custo_protocolo,custo_manutencao_dia,custo_nutricional,valor_bezerro,dias_abertos
BOV-03023,Fazenda Esperança,Nelore,Multípara,7.5,6.2,52,405,Touro_I,IATF + Repasse,86.0,1,0,60,7.22,410.32,2422,52
BOV-03024,Fazenda Boa Vista,Hereford,Multípara,7.9,5.6,74,396,Touro_C,IATF,67.3,1,0,45,7.16,578.83,2948,74
BOV-03025,Fazenda Santa Helena,Nelore,Multípara,11.7,3.1,69,480,Touro_G,IATF,62.3,0,0,45,8.12,609.23,2032,365
BOV-03026,Fazenda Boa Vista,Angus,Multípara,9.9,3.4,35,453,Touro_H,Monta Natural,82.2,0,0,15,7.38,544.7,2720,365
BOV-03027,Fazenda Nova Aliança,Nelore,Primípara,2.7,6.9,51,404,Touro_C,IATF,76.7,1,0,45,6.74,357.2,2065,51
BOV-03028,Fazenda São José,Nelore,Multípara,5.7,5.5,59,343,Touro_F,IATF,74.7,1,0,45,9.62,299.4,2663,59
BOV-03029,Fazenda Esperança,Angus,Primípara,4.5,6.0,83,450,Touro_G,Monta Natural,68.7,0,0,15,8.03,443.76,3208,365
BOV-03030,Fazenda São José,Angus,Primípara,4.0,4.7,107,454,Touro_D,IATF,72.4,1,0,45,9.65,476.82,2973,107
BOV-03031,Fazenda Santa Helena,Nelore,Novilha,2.9,6.0,0,346,Touro_F,IATF + Repasse,71.1,1,0,60,8.7,426.23,2843,0
BOV-03032,Fazenda Boa Vista,Angus,Multípara,6.4,5.0,67,601,Touro_G,IATF + Repasse,77.4,1,0,60,5.72,551.41,2621,67
BOV-03033,Fazenda Esperança,Hereford,Primípara,4.0,7.5,90,415,Touro_L,Monta Natural,68.4,1,0,15,6.71,533.18,2889,90
BOV-03034,Fazenda Santa Helena,Angus,Primípara,3.9,5.3,37,483,Touro_G,IATF + Repasse,69.0,1,0,60,9.03,405.36,2501,37
BOV-03035,Fazenda Boa Vista,Nelore,Primípara,3.1,4.5,110,411,Touro_K,IATF + Repasse,76.3,1,0,60,6.64,577.69,1876,110
BOV-03036,Fazenda Boa Vista,Angus,Multípara,8.4,3.5,75,453,Touro_A,IATF + Repasse,80.0,1,0,60,5.99,640.53,2435,75
BOV-03037,Fazenda Boa Vista,Brangus,Primípara,3.8,7.0,69,462,Touro_B,IATF,69.7,1,0,45,8.14,659.42,2066,69
BOV-03038,Fazenda Nova Aliança,Hereford,Multípara,7.8,5.3,55,463,Touro_K,IATF + Repasse,75.9,1,0,60,7.47,508.01,2652,55
BOV-03039,Fazenda Santa Helena,Brangus,Multípara,10.6,6.4,32,495,Touro_K,IATF + Repasse,78.2,1,0,60,8.04,441.12,2566,32
BOV-03040,Fazenda São José,Nelore,Primípara,4.2,5.9,53,468,Touro_A,IATF + Repasse,66.5,1,0,60,8.84,541.35,2584,53
BOV-03041,Fazenda Santa Helena,Brangus,Primípara,4.2,4.5,108,436,Touro_I,IATF,70.3,1,0,45,8.92,580.27,2597,108
BOV-03042,Fazenda Nova Aliança,Brangus,Multípara,10.4,6.3,35,449,Touro_L,IATF,61.7,1,0,45,8.12,443.75,2589,35
BOV-03043,Fazenda Santa Helena,Nelore,Multípara,7.9,4.8,34,462,Touro_G,TE,84.4,0,0,180,9.78,585.31,2718,365
BOV-03044,Fazenda Boa Vista,Angus,Multípara,7.1,4.3,42,536,Touro_K,TE,73.5,0,0,180,7.32,435.85,3102,365
BOV-03045,Fazenda Esperança,Nelore,Novilha,2.7,6.9,0,305,Touro_G,IATF + Repasse,77.5,1,1,60,7.96,417.5,2198,0
BOV-03046,Fazenda Esperança,Brangus,Multípara,7.9,5.3,30,442,Touro_C,TE,69.6,1,0,180,6.69,420.95,2322,30
BOV-03047,Fazenda Boa Vista,Nelore,Primípara,3.0,5.5,70,417,Touro_E,IATF,69.0,0,0,45,5.56,599.93,1824,365
BOV-03048,Fazenda Boa Vista,Angus,Multípara,8.1,6.0,87,475,Touro_B,IATF,71.4,1,0,45,7.36,560.36,2719,87
BOV-03049,Fazenda Boa Vista,Senepol,Multípara,5.1,6.3,44,402,Touro_E,IATF + Repasse,70.9,1,0,60,8.74,427.26,3038,44
BOV-03050,Fazenda Boa Vista,Hereford,Novilha,2.5,4.8,0,412,Touro_H,IATF,86.2,1,0,45,7.84,542.23,2368,0
BOV-03051,Fazenda Santa Helena,Senepol,Multípara,6.7,4.8,30,467,Touro_J,IATF,74.4,1,0,45,9.68,475.93,1903,30
BOV-03052,Fazenda São José,Senepol,Multípara,6.1,5.1,67,427,Touro_C,IATF + Repasse,76.1,1,0,60,9.14,555.34,2051,67
BOV-03053,Fazenda Boa Vista,Nelore,Multípara,11.7,4.5,58,422,Touro_D,Monta Natural,72.1,0,0,15,7.96,429.93,2145,365
BOV-03054,Fazenda Boa Vista,Brangus,Novilha,2.7,6.3,0,357,Touro_H,IATF,72.5,1,0,45,7.89,497.34,2703,0
BOV-03055,Fazenda São José,Angus,Primípara,4.1,6.2,90,406,Touro_B,Monta Natural,76.1,1,0,15,8.67,603.63,3178,90
BOV-03056,Fazenda Nova Aliança,Hereford,Multípara,9.0,7.1,48,450,Touro_A,IATF + Repasse,71.8,1,0,60,7.64,567.2,3057,48
BOV-03057,Fazenda São José,Nelore,Novilha,2.8,5.7,0,343,Touro_C,IATF + Repasse,80.4,1,0,60,8.49,403.58,1978,0
BOV-03058,Fazenda Santa Helena,Senepol,Novilha,2.6,6.2,0,301,Touro_B,IATF + Repasse,67.1,1,1,60,7.94,337.7,2423,0
BOV-03059,Fazenda Santa Helena,Brangus,Multípara,8.8,6.0,53,443,Touro_J,TE,79.3,1,0,180,6.76,642.54,2830,53
BOV-03060,Fazenda Nova Aliança,Hereford,Primípara,4.4,5.6,67,444,Touro_B,Monta Natural,79.0,0,0,15,7.23,491.25,2607,365
BOV-03061,Fazenda Boa Vista,Nelore,Multípara,5.5,4.4,62,468,Touro_D,IATF,84.5,1,0,45,6.26,639.79,1928,62
BOV-03062,Fazenda Santa Helena,Nelore,Novilha,2.9,7.5,0,327,Touro_F,Monta Natural,61.5,1,0,15,8.33,262.49,2005,0
BOV-03063,Fazenda São José,Brangus,Primípara,3.3,5.9,62,380,Touro_J,IATF,78.5,1,0,45,10.56,541.39,3053,62
BOV-03064,Fazenda São José,Nelore,Multípara,8.2,6.6,46,412,Touro_J,IATF,68.0,0,0,45,9.36,441.14,1983,365
BOV-03065,Fazenda São José,Hereford,Multípara,5.0,6.9,30,447,Touro_E,IATF,77.4,0,0,45,10.11,444.74,2388,365
BOV-03066,Fazenda Boa Vista,Nelore,Multípara,8.3,6.1,45,442,Touro_D,IATF,77.3,1,0,45,5.09,400.28,2307,45
BOV-03067,Fazenda Santa Helena,Brangus,Primípara,3.7,4.0,84,416,Touro_H,Monta Natural,66.9,1,0,15,9.61,353.63,2669,84
BOV-03068,Fazenda Nova Aliança,Nelore,Multípara,12.0,5.3,81,312,Touro_K,IATF,76.3,1,0,45,8.63,442.28,1676,81
BOV-03069,Fazenda Boa Vista,Brangus,Novilha,3.0,4.7,0,528,Touro_E,IATF,70.0,1,0,45,7.71,545.0,2819,0
BOV-03070,Fazenda Esperança,Brangus,Primípara,4.4,5.4,60,436,Touro_B,IATF,67.9,1,0,45,7.32,645.59,2517,60
BOV-03071,Fazenda Esperança,Nelore,Novilha,2.0,5.9,0,344,Touro_D,IATF,60.7,1,0,45,9.62,376.56,2706,0
BOV-03072,Fazenda São José,Nelore,Multípara,11.9,5.5,92,358,Touro_G,IATF,80.5,1,0,45,9.58,523.91,2034,92
BOV-03073,Fazenda Boa Vista,Nelore,Primípara,3.4,6.2,69,331,Touro_D,IATF,71.5,1,0,45,5.87,417.33,2270,69
BOV-03074,Fazenda Boa Vista,Angus,Primípara,4.2,4.5,43,446,Touro_F,Monta Natural,65.7,0,0,15,6.64,404.89,3035,365
BOV-03075,Fazenda São José,Angus,Primípara,2.9,4.7,36,463,Touro_B,IATF,73.9,1,0,45,10.0,469.57,3009,36
BOV-03076,Fazenda Nova Aliança,Brangus,Novilha,2.3,6.0,0,408,Touro_I,Monta Natural,72.6,1,0,15,8.29,595.14,2411,0
BOV-03077,Fazenda Nova Aliança,Angus,Novilha,2.9,4.5,0,409,Touro_D,IATF + Repasse,66.5,0,0,60,8.22,450.06,2488,365
BOV-03078,Fazenda Santa Helena,Angus,Multípara,11.6,5.2,90,433,Touro_A,IATF,66.6,1,0,45,9.52,363.41,2946,90
BOV-03079,Fazenda Santa Helena,Nelore,Primípara,3.9,2.5,62,290,Touro_C,IATF,78.6,0,0,45,8.68,301.08,2169,365
BOV-03080,Fazenda Nova Aliança,Nelore,Multípara,10.4,4.8,30,416,Touro_G,Monta Natural,73.3,0,0,15,9.53,587.96,2565,365
BOV-03081,Fazenda Esperança,Nelore,Multípara,5.4,6.5,30,399,Touro_J,IATF + Repasse,68.1,1,0,60,9.29,597.82,2317,30
BOV-03082,Fazenda Nova Aliança,Senepol,Novilha,2.6,6.4,0,309,Touro_I,TE,69.7,1,0,180,7.54,253.61,2661,0
BOV-03083,Fazenda Santa Helena,Hereford,Multípara,8.9,4.8,50,503,Touro_F,IATF,69.8,0,0,45,9.9,568.25,2411,365
BOV-03084,Fazenda São José,Nelore,Novilha,1.6,6.0,0,277,Touro_D,IATF,61.9,1,0,45,7.75,269.29,2479,0
BOV-03085,Fazenda Esperança,Angus,Multípara,4.9,4.2,70,505,Touro_B,IATF,77.7,1,0,45,7.47,750.99,3139,70
BOV-03086,Fazenda Esperança,Hereford,Multípara,4.9,5.5,42,414,Touro_I,Monta Natural,69.8,0,0,15,7.47,442.48,2756,365
BOV-03087,Fazenda Boa Vista,Angus,Primípara,3.9,7.9,48,455,Touro_L,Monta Natural,71.1,1,0,15,7.7,661.36,2726,48
BOV-03088,Fazenda Santa Helena,Nelore,Multípara,5.1,7.7,46,457,Touro_H,TE,75.4,1,0,180,8.16,560.94,2280,46
BOV-03089,Fazenda São José,Nelore,Novilha,2.2,6.0,0,326,Touro_G,IATF + Repasse,79.5,0,0,60,8.97,464.31,1920,365
BOV-03090,Fazenda Boa Vista,Angus,Primípara,3.2,5.2,94,518,Touro_B,Monta Natural,73.2,1,0,15,8.19,758.55,2109,94
BOV-03091,Fazenda São José,Senepol,Multípara,8.4,4.3,30,517,Touro_B,IATF,65.5,1,0,45,10.81,451.55,1657,30
BOV-03092,Fazenda Nova Aliança,Brangus,Novilha,2.6,5.4,0,389,Touro_H,IATF,70.5,0,0,45,9.21,366.13,2218,365
BOV-03093,Fazenda Boa Vista,Nelore,Primípara,3.9,5.4,57,412,Touro_I,Monta Natural,71.6,1,0,15,8.46,406.13,2095,57
BOV-03094,Fazenda Esperança,Nelore,Primípara,3.5,4.5,94,432,Touro_I,IATF + Repasse,61.0,1,1,60,6.58,507.44,2631,94
BOV-03095,Fazenda Santa Helena,Brangus,Multípara,7.7,6.6,72,482,Touro_H,Monta Natural,74.9,1,0,15,6.88,466.98,2617,72
BOV-03096,Fazenda Esperança,Hereford,Primípara,3.3,6.6,73,457,Touro_A,IATF,75.9,1,0,45,8.7,664.31,2887,73
BOV-03097,Fazenda Nova Aliança,Brangus,Multípara,10.9,5.9,43,439,Touro_E,IATF + Repasse,72.6,0,0,60,7.17,406.76,2574,365
BOV-03098,Fazenda Santa Helena,Brangus,Novilha,2.0,6.1,0,313,Touro_G,Monta Natural,67.0,0,0,15,7.95,287.87,2398,365
BOV-03099,Fazenda Santa Helena,Nelore,Primípara,3.0,3.3,70,334,Touro_J,Monta Natural,73.3,1,0,15,8.91,302.65,2088,70
BOV-03100,Fazenda Boa Vista,Hereford,Multípara,9.9,6.4,46,565,Touro_F,IATF + Repasse,78.1,1,0,60,7.44,624.43,2482,46
BOV-03101,Fazenda Santa Helena,Hereford,Novilha,2.0,5.1,0,403,Touro_K,IATF,70.7,1,0,45,9.09,335.16,2374,0
BOV-03102,Fazenda Esperança,Nelore,Multípara,10.8,5.0,38,410,Touro_L,Monta Natural,76.8,0,0,15,7.06,523.18,2410,365
BOV-03103,Fazenda Nova Aliança,Brangus,Novilha,2.0,6.8,0,431,Touro_A,TE,74.6,1,0,180,7.74,419.83,2522,0
BOV-03104,Fazenda Boa Vista,Nelore,Novilha,2.6,6.8,0,310,Touro_J,IATF + Repasse,60.6,1,0,60,7.63,450.56,1935,0
BOV-03105,Fazenda Boa Vista,Nelore,Novilha,1.6,5.6,0,363,Touro_F,IATF,68.9,0,0,45,6.18,336.08,2253,365
BOV-03106,Fazenda Boa Vista,Nelore,Multípara,7.1,5.0,32,423,Touro_D,Monta Natural,75.1,1,0,15,6.62,361.75,2474,32
BOV-03107,Fazenda Esperança,Nelore,Multípara,6.7,4.7,79,438,Touro_C,Monta Natural,72.8,0,0,15,9.06,473.79,1942,365
BOV-03108,Fazenda Santa Helena,Nelore,Multípara,10.5,4.1,58,407,Touro_D,IATF,77.6,1,0,45,9.39,395.48,2495,58
BOV-03109,Fazenda São José,Angus,Primípara,4.4,4.4,76,411,Touro_H,IATF,73.4,1,0,45,8.6,578.84,2844,76
BOV-03110,Fazenda São José,Angus,Multípara,7.7,3.6,63,447,Touro_K,IATF + Repasse,75.9,1,1,60,7.31,520.42,3084,63
BOV-03111,Fazenda São José,Angus,Primípara,4.1,5.7,78,419,Touro_F,Monta Natural,70.0,0,0,15,8.48,475.02,3203,365
BOV-03112,Fazenda Santa Helena,Nelore,Multípara,9.6,6.0,53,420,Touro_I,Monta Natural,74.0,0,0,15,9.11,564.81,1820,365
BOV-03113,Fazenda Esperança,Nelore,Multípara,11.7,6.2,47,358,Touro_E,IATF,65.9,1,0,45,7.63,449.95,1728,47
BOV-03114,Fazenda Santa Helena,Brangus,Multípara,10.5,4.4,39,410,Touro_K,IATF,77.2,1,0,45,8.6,330.76,2403,39
BOV-03115,Fazenda Santa Helena,Nelore,Novilha,1.6,5.0,0,345,Touro_I,TE,73.6,0,0,180,11.33,441.54,2086,365
BOV-03116,Fazenda Nova Aliança,Nelore,Primípara,3.9,5.1,41,385,Touro_D,IATF,64.7,1,0,45,8.92,499.99,2277,41
BOV-03117,Fazenda Esperança,Hereford,Primípara,3.6,5.1,47,448,Touro_L,IATF,70.6,0,0,45,8.73,413.08,2797,365
BOV-03118,Fazenda Santa Helena,Brangus,Multípara,4.1,5.3,50,458,Touro_D,IATF,87.0,0,0,45,8.97,593.83,3223,365
BOV-03119,Fazenda Santa Helena,Hereford,Primípara,3.0,4.7,37,541,Touro_F,IATF,70.9,0,0,45,9.77,809.17,2059,365
BOV-03120,Fazenda Santa Helena,Angus,Primípara,4.3,6.7,42,455,Touro_J,Monta Natural,70.1,0,0,15,9.33,457.66,2855,365
BOV-03121,Fazenda Boa Vista,Nelore,Primípara,4.4,5.4,90,375,Touro_K,IATF + Repasse,67.4,1,0,60,9.05,310.13,2482,90
BOV-03122,Fazenda Santa Helena,Brangus,Novilha,2.7,7.6,0,384,Touro_G,IATF + Repasse,65.5,1,0,60,7.12,535.79,2267,0
BOV-03123,Fazenda Santa Helena,Nelore,Novilha,3.0,7.0,0,381,Touro_B,Monta Natural,66.1,1,0,15,7.79,359.45,2068,0
BOV-03124,Fazenda São José,Angus,Multípara,10.5,7.5,65,478,Touro_D,Monta Natural,84.1,1,0,15,7.69,642.86,3162,65
BOV-03125,Fazenda Esperança,Nelore,Multípara,4.1,4.2,48,447,Touro_H,IATF,74.2,0,0,45,7.09,484.97,1741,365
BOV-03126,Fazenda São José,Hereford,Multípara,6.3,6.2,116,486,Touro_I,IATF + Repasse,63.5,1,0,60,9.12,696.29,2846,116
BOV-03127,Fazenda Esperança,Nelore,Multípara,4.2,5.0,30,408,Touro_E,Monta Natural,72.1,0,0,15,8.9,595.43,2613,365
BOV-03128,Fazenda Santa Helena,Senepol,Primípara,2.7,3.3,89,414,Touro_F,IATF,78.2,0,0,45,10.68,445.98,1872,365
BOV-03129,Fazenda Nova Aliança,Hereford,Primípara,2.9,6.5,67,504,Touro_J,IATF,74.5,1,0,45,8.12,749.25,2532,67
BOV-03130,Fazenda Esperança,Angus,Novilha,2.3,5.8,0,410,Touro_L,Monta Natural,63.7,1,0,15,7.63,335.97,3292,0
BOV-03131,Fazenda Esperança,Brangus,Multípara,10.8,4.2,79,421,Touro_G,IATF,75.9,0,0,45,7.82,504.49,2755,365
BOV-03132,Fazenda Esperança,Brangus,Primípara,4.2,4.6,72,417,Touro_G,TE,72.2,1,0,180,7.43,549.25,2676,72
BOV-03133,Fazenda Nova Aliança,Hereford,Primípara,3.7,4.2,32,355,Touro_C,Monta Natural,73.3,1,0,15,7.33,390.3,2987,32
BOV-03134,Fazenda São José,Angus,Primípara,4.4,4.3,71,455,Touro_B,TE,83.1,0,0,180,8.97,573.81,2476,365
BOV-03135,Fazenda Santa Helena,Hereford,Primípara,3.5,4.8,76,492,Touro_J,IATF + Repasse,71.9,0,0,60,7.89,499.47,2575,365
BOV-03136,Fazenda São José,Angus,Primípara,4.3,6.7,30,396,Touro_H,IATF + Repasse,67.8,0,0,60,8.8,338.26,2743,365
BOV-03137,Fazenda Esperança,Senepol,Primípara,3.4,4.3,108,416,Touro_I,IATF,61.6,0,0,45,7.62,575.93,2572,365
BOV-03138,Fazenda Esperança,Angus,Multípara,6.2,7.5,67,519,Touro_K,IATF,67.8,1,0,45,7.61,522.87,2652,67
BOV-03139,Fazenda São José,Angus,Multípara,11.3,6.5,76,524,Touro_H,IATF + Repasse,67.5,1,0,60,9.07,490.96,2229,76
BOV-03140,Fazenda Santa Helena,Hereford,Primípara,3.3,5.4,46,491,Touro_H,Monta Natural,60.6,1,0,15,8.03,461.5,2833,46
BOV-03141,Fazenda Boa Vista,Hereford,Primípara,3.5,5.7,83,365,Touro_B,TE,76.0,0,0,180,7.73,502.16,2463,365
BOV-03142,Fazenda Nova Aliança,Angus,Multípara,6.6,5.5,87,500,Touro_K,IATF,75.0,0,0,45,9.04,423.01,2861,365
BOV-03143,Fazenda São José,Nelore,Novilha,2.5,7.0,0,280,Touro_D,IATF + Repasse,71.9,1,0,60,7.94,321.59,2216,0
BOV-03144,Fazenda São José,Angus,Multípara,12.0,6.2,66,440,Touro_F,IATF + Repasse,66.0,1,0,60,9.0,411.85,2603,66
BOV-03145,Fazenda Boa Vista,Senepol,Novilha,1.5,4.7,0,393,Touro_H,Monta Natural,73.5,1,1,15,7.36,493.7,2247,0
BOV-03146,Fazenda Boa Vista,Brangus,Multípara,11.2,5.9,59,466,Touro_B,TE,75.8,1,0,180,7.25,633.44,3233,59
BOV-03147,Fazenda Nova Aliança,Hereford,Multípara,4.0,6.4,37,499,Touro_L,IATF,82.6,0,0,45,8.29,595.38,3179,365
BOV-03148,Fazenda São José,Nelore,Multípara,6.9,5.2,54,383,Touro_H,Monta Natural,74.1,1,0,15,7.29,471.25,2195,54
BOV-03149,Fazenda Esperança,Angus,Multípara,5.3,5.7,47,539,Touro_A,IATF + Repasse,74.8,1,0,60,9.24,666.43,3094,47
BOV-03150,Fazenda São José,Brangus,Novilha,2.6,5.5,0,408,Touro_K,IATF,73.0,0,0,45,8.93,490.05,2781,365
BOV-03151,Fazenda São José,Hereford,Primípara,2.6,3.6,81,476,Touro_F,IATF,70.8,1,0,45,8.91,453.8,2929,81
BOV-03152,Fazenda Santa Helena,Nelore,Primípara,3.6,3.4,53,347,Touro_H,IATF,76.7,1,1,45,9.28,436.34,2242,53
BOV-03153,Fazenda Esperança,Hereford,Multípara,6.4,3.7,74,517,Touro_H,IATF,71.7,1,0,45,5.97,693.79,2956,74
BOV-03154,Fazenda Boa Vista,Angus,Novilha,1.7,6.5,0,387,Touro_L,IATF,71.1,1,0,45,6.79,532.85,3112,0
BOV-03155,Fazenda Boa Vista,Nelore,Multípara,10.2,2.5,39,396,Touro_K,IATF,69.8,0,0,45,6.62,338.8,2473,365
BOV-03156,Fazenda São José,Nelore,Primípara,2.9,4.3,64,415,Touro_G,Monta Natural,70.2,1,0,15,10.22,447.53,1624,64
BOV-03157,Fazenda Nova Aliança,Nelore,Novilha,1.8,5.4,0,363,Touro_G,IATF,74.0,1,0,45,8.09,384.22,2216,0
BOV-03158,Fazenda Santa Helena,Angus,Multípara,6.2,5.2,75,446,Touro_K,TE,75.7,1,0,180,7.73,645.1,3380,75
BOV-03159,Fazenda Esperança,Nelore,Novilha,2.4,4.5,0,422,Touro_J,IATF + Repasse,67.7,1,0,60,7.57,532.4,2419,0
BOV-03160,Fazenda Boa Vista,Nelore,Primípara,3.8,5.4,55,463,Touro_K,IATF,73.3,0,0,45,6.98,523.63,1870,365
BOV-03161,Fazenda Boa Vista,Hereford,Novilha,1.5,5.0,0,414,Touro_L,IATF + Repasse,66.6,0,0,60,6.07,609.31,2202,365
BOV-03162,Fazenda Santa Helena,Nelore,Primípara,3.0,6.1,83,407,Touro_I,IATF + Repasse,75.8,1,0,60,8.38,371.41,2230,83
BOV-03163,Fazenda Boa Vista,Nelore,Multípara,7.4,4.8,73,433,Touro_B,IATF,80.8,1,0,45,8.19,455.98,1569,73
BOV-03164,Fazenda São José,Angus,Multípara,6.7,5.4,53,418,Touro_A,IATF + Repasse,75.3,1,0,60,9.56,518.46,2912,53
BOV-03165,Fazenda Santa Helena,Angus,Primípara,4.3,5.0,93,455,Touro_L,IATF + Repasse,70.1,1,0,60,9.93,526.47,2786,93
BOV-03166,Fazenda São José,Brangus,Primípara,4.1,5.2,71,434,Touro_B,IATF + Repasse,78.2,1,0,60,9.42,526.62,2375,71
BOV-03167,Fazenda Nova Aliança,Angus,Novilha,2.4,6.0,0,377,Touro_C,IATF + Repasse,64.6,1,0,60,8.29,502.6,3185,0
BOV-03168,Fazenda Santa Helena,Hereford,Primípara,3.2,4.6,92,428,Touro_I,IATF + Repasse,73.8,1,0,60,6.62,550.95,2629,92
BOV-03169,Fazenda Esperança,Brangus,Multípara,9.6,5.9,104,365,Touro_J,IATF,88.0,1,0,45,8.23,459.89,2356,104
BOV-03170,Fazenda Boa Vista,Nelore,Multípara,10.7,6.1,53,376,Touro_G,IATF,66.7,1,0,45,5.62,489.08,2541,53
BOV-03171,Fazenda São José,Nelore,Novilha,2.4,5.4,0,377,Touro_E,Monta Natural,70.1,1,0,15,10.57,507.85,2283,0
BOV-03172,Fazenda Boa Vista,Angus,Novilha,2.7,6.3,0,469,Touro_E,IATF,70.7,1,0,45,7.04,444.31,2672,0
BOV-03173,Fazenda Santa Helena,Nelore,Multípara,10.0,6.9,76,382,Touro_F,Monta Natural,65.3,1,0,15,8.84,489.62,1765,76
BOV-03174,Fazenda Santa Helena,Brangus,Primípara,3.6,5.7,57,437,Touro_B,Monta Natural,67.5,1,0,15,8.18,552.87,2557,57
BOV-03175,Fazenda Santa Helena,Angus,Primípara,3.1,5.9,49,494,Touro_A,IATF,72.2,1,0,45,7.26,638.99,2522,49
BOV-03176,Fazenda Santa Helena,Nelore,Multípara,10.0,5.7,55,399,Touro_K,IATF,81.7,1,1,45,9.0,387.47,2417,55
BOV-03177,Fazenda São José,Nelore,Primípara,2.9,4.1,42,417,Touro_A,IATF,74.9,0,0,45,7.33,415.69,1760,365
BOV-03178,Fazenda Nova Aliança,Nelore,Primípara,4.1,4.2,51,389,Touro_C,IATF + Repasse,78.7,1,0,60,7.6,521.12,2543,51
BOV-03179,Fazenda Esperança,Angus,Multípara,10.4,5.9,74,528,Touro_A,Monta Natural,77.0,1,0,15,6.94,562.11,3157,74
BOV-03180,Fazenda Esperança,Angus,Multípara,10.6,6.6,47,429,Touro_I,Monta Natural,74.1,1,1,15,6.8,620.38,2749,47
BOV-03181,Fazenda Santa Helena,Angus,Novilha,2.2,8.2,0,356,Touro_J,IATF,61.3,1,0,45,9.68,313.14,3035,0
BOV-03182,Fazenda Boa Vista,Nelore,Novilha,1.8,6.8,0,351,Touro_E,IATF + Repasse,81.7,0,0,60,6.97,323.18,2518,365
BOV-03183,Fazenda Boa Vista,Brangus,Novilha,1.6,5.1,0,384,Touro_I,IATF + Repasse,78.2,0,0,60,6.45,357.02,2380,365
BOV-03184,Fazenda Santa Helena,Hereford,Multípara,9.9,4.6,77,468,Touro_E,Monta Natural,73.7,1,0,15,7.28,467.92,2857,77
BOV-03185,Fazenda São José,Nelore,Primípara,4.3,7.3,75,413,Touro_A,IATF,64.3,1,0,45,9.6,590.77,2436,75
BOV-03186,Fazenda São José,Angus,Novilha,2.5,5.8,0,363,Touro_K,IATF + Repasse,63.3,1,0,60,10.09,386.1,2585,0
BOV-03187,Fazenda Boa Vista,Senepol,Multípara,5.2,5.6,106,385,Touro_L,IATF + Repasse,64.8,0,0,60,7.14,432.35,2810,365
BOV-03188,Fazenda Boa Vista,Nelore,Novilha,2.9,5.2,0,320,Touro_G,IATF,67.9,1,0,45,7.53,350.7,2367,0
BOV-03189,Fazenda Esperança,Angus,Novilha,3.0,7.3,0,384,Touro_G,IATF + Repasse,74.2,0,0,60,8.63,524.09,3112,365
BOV-03190,Fazenda Esperança,Nelore,Novilha,2.2,6.4,0,329,Touro_D,Monta Natural,70.5,1,0,15,7.63,349.86,2403,0
BOV-03191,Fazenda Boa Vista,Brangus,Novilha,2.4,5.4,0,431,Touro_C,IATF,72.6,1,0,45,8.55,595.96,2978,0
BOV-03192,Fazenda Nova Aliança,Nelore,Primípara,4.1,4.0,80,421,Touro_A,IATF + Repasse,75.3,1,0,60,9.82,478.83,2299,80
BOV-03193,Fazenda Nova Aliança,Senepol,Multípara,9.9,5.9,87,461,Touro_G,IATF,79.9,1,0,45,8.5,447.32,2354,87
BOV-03194,Fazenda Boa Vista,Brangus,Multípara,11.7,5.6,70,469,Touro_E,IATF + Repasse,68.2,1,0,60,5.77,516.63,2540,70
BOV-03195,Fazenda Boa Vista,Hereford,Primípara,2.7,5.8,76,423,Touro_J,IATF,62.0,1,0,45,7.78,455.86,2566,76
BOV-03196,Fazenda São José,Brangus,Primípara,3.7,5.5,93,396,Touro_A,Monta Natural,67.2,1,0,15,9.34,383.78,2485,93
BOV-03197,Fazenda Nova Aliança,Angus,Multípara,9.5,5.2,76,432,Touro_A,IATF,75.6,1,0,45,6.64,382.62,3074,76
BOV-03198,Fazenda Nova Aliança,Angus,Novilha,2.8,5.6,0,372,Touro_C,IATF,77.0,1,0,45,7.66,516.68,2781,0
BOV-03199,Fazenda Santa Helena,Hereford,Novilha,2.8,5.9,0,388,Touro_C,IATF,77.2,0,0,45,8.92,450.44,2753,365
BOV-03200,Fazenda Boa Vista,Senepol,Multípara,11.8,4.8,65,394,Touro_B,Monta Natural,67.8,1,1,15,7.06,382.17,1912,65
BOV-03201,Fazenda São José,Angus,Novilha,2.3,5.9,0,407,Touro_H,IATF,74.0,1,0,45,8.32,447.01,2875,0
BOV-03202,Fazenda São José,Senepol,Novilha,2.7,6.0,0,352,Touro_L,IATF,81.1,1,0,45,8.31,430.88,2563,0
BOV-03203,Fazenda Santa Helena,Angus,Primípara,3.4,4.1,74,434,Touro_H,IATF,76.5,1,0,45,7.7,565.86,2856,74
BOV-03204,Fazenda Nova Aliança,Angus,Primípara,3.3,5.6,80,496,Touro_F,IATF + Repasse,61.5,1,0,60,7.92,612.11,2264,80
BOV-03205,Fazenda Esperança,Angus,Novilha,1.9,5.7,0,302,Touro_E,IATF + Repasse,71.7,1,1,60,7.45,291.06,2646,0
BOV-03206,Fazenda Esperança,Nelore,Novilha,2.7,5.3,0,325,Touro_F,IATF,70.0,1,0,45,9.68,285.12,1735,0
BOV-03207,Fazenda Nova Aliança,Nelore,Primípara,4.5,4.6,56,296,Touro_A,Monta Natural,63.0,1,0,15,7.68,252.08,2009,56
